"","fill","y","x","PANEL","group","flipped_aes","ymin","ymax","xmin","xmax","colour","size","linetype","alpha"
"81","#1B9E77",8427.08565164,9,"7",49,FALSE,0,8427.08565164,8.55,9.45,NA,0.5,1,NA
"82","#1B9E77",4439.54224716,10,"7",55,FALSE,0,4439.54224716,9.55,10.45,NA,0.5,1,NA
"83","#1B9E77",1763.840546272,11,"7",61,FALSE,0,1763.840546272,10.55,11.45,NA,0.5,1,NA
"84","#1B9E77",1420.7767416,12,"7",67,FALSE,0,1420.7767416,11.55,12.45,NA,0.5,1,NA
"85","#D95F02",1057.06841404,1,"8",2,FALSE,0,1057.06841404,0.55,1.45,NA,0.5,1,NA
"86","#D95F02",1847.26421098,2,"8",8,FALSE,0,1847.26421098,1.55,2.45,NA,0.5,1,NA
"87","#D95F02",3238.55843192,3,"8",14,FALSE,0,3238.55843192,2.55,3.45,NA,0.5,1,NA
"88","#D95F02",5776.73166968,4,"8",20,FALSE,0,5776.73166968,3.55,4.45,NA,0.5,1,NA
"89","#D95F02",7010.65933608,5,"8",26,FALSE,0,7010.65933608,4.55,5.45,NA,0.5,1,NA
"90","#D95F02",6558.71551132,6,"8",32,FALSE,0,6558.71551132,5.55,6.45,NA,0.5,1,NA
"91","#D95F02",5540.21259864,7,"8",38,FALSE,0,5540.21259864,6.55,7.45,NA,0.5,1,NA
"92","#D95F02",6340.48437784,8,"8",44,FALSE,0,6340.48437784,7.55,8.45,NA,0.5,1,NA
"93","#D95F02",5709.24434792,9,"8",50,FALSE,0,5709.24434792,8.55,9.45,NA,0.5,1,NA
"94","#D95F02",5330.50722004,10,"8",56,FALSE,0,5330.50722004,9.55,10.45,NA,0.5,1,NA
"95","#D95F02",3191.044866956,11,"8",62,FALSE,0,3191.044866956,10.55,11.45,NA,0.5,1,NA
"96","#D95F02",1734.383200896,12,"8",68,FALSE,0,1734.383200896,11.55,12.45,NA,0.5,1,NA
"97","#D95F02",1318.37997572,1,"9",2,FALSE,0,1318.37997572,0.55,1.45,NA,0.5,1,NA
"98","#D95F02",2214.29338116,2,"9",8,FALSE,0,2214.29338116,1.55,2.45,NA,0.5,1,NA
"99","#D95F02",3813.7029326,3,"9",14,FALSE,0,3813.7029326,2.55,3.45,NA,0.5,1,NA
"100","#D95F02",6311.1769438,4,"9",20,FALSE,0,6311.1769438,3.55,4.45,NA,0.5,1,NA
"101","#D95F02",7548.55797464,5,"9",26,FALSE,0,7548.55797464,4.55,5.45,NA,0.5,1,NA
"102","#D95F02",5829.404330144,6,"9",32,FALSE,0,5829.404330144,5.55,6.45,NA,0.5,1,NA
"103","#D95F02",4143.291472188,7,"9",38,FALSE,0,4143.291472188,6.55,7.45,NA,0.5,1,NA
"104","#D95F02",5076.8146744,8,"9",44,FALSE,0,5076.8146744,7.55,8.45,NA,0.5,1,NA
"105","#D95F02",5031.77517252,9,"9",50,FALSE,0,5031.77517252,8.55,9.45,NA,0.5,1,NA
"106","#D95F02",4920.376663772,10,"9",56,FALSE,0,4920.376663772,9.55,10.45,NA,0.5,1,NA
"107","#D95F02",3843.691761008,11,"9",62,FALSE,0,3843.691761008,10.55,11.45,NA,0.5,1,NA
"108","#D95F02",2014.108716432,12,"9",68,FALSE,0,2014.108716432,11.55,12.45,NA,0.5,1,NA
"109","#D95F02",1577.49933576,1,"10",2,FALSE,0,1577.49933576,0.55,1.45,NA,0.5,1,NA
"110","#D95F02",2792.94290324,2,"10",8,FALSE,0,2792.94290324,1.55,2.45,NA,0.5,1,NA
"111","#D95F02",4452.388923832,3,"10",14,FALSE,0,4452.388923832,2.55,3.45,NA,0.5,1,NA
"112","#D95F02",6775.303174976,4,"10",20,FALSE,0,6775.303174976,3.55,4.45,NA,0.5,1,NA
"113","#D95F02",8350.27300372,5,"10",26,FALSE,0,8350.27300372,4.55,5.45,NA,0.5,1,NA
"114","#D95F02",5068.18732244,6,"10",32,FALSE,0,5068.18732244,5.55,6.45,NA,0.5,1,NA
"115","#D95F02",2853.58074304,7,"10",38,FALSE,0,2853.58074304,6.55,7.45,NA,0.5,1,NA
"116","#D95F02",3947.847488748,8,"10",44,FALSE,0,3947.847488748,7.55,8.45,NA,0.5,1,NA
"117","#D95F02",3929.993516056,9,"10",50,FALSE,0,3929.993516056,8.55,9.45,NA,0.5,1,NA
"118","#D95F02",4110.30792624,10,"10",56,FALSE,0,4110.30792624,9.55,10.45,NA,0.5,1,NA
"119","#D95F02",4513.402400588,11,"10",62,FALSE,0,4513.402400588,10.55,11.45,NA,0.5,1,NA
"120","#D95F02",2479.70737248,12,"10",68,FALSE,0,2479.70737248,11.55,12.45,NA,0.5,1,NA
"121","#D95F02",916.21592344,1,"11",2,FALSE,0,916.21592344,0.55,1.45,NA,0.5,1,NA
"122","#D95F02",1538.91511344,2,"11",8,FALSE,0,1538.91511344,1.55,2.45,NA,0.5,1,NA
"123","#D95F02",3029.49462412,3,"11",14,FALSE,0,3029.49462412,2.55,3.45,NA,0.5,1,NA
"124","#D95F02",5463.871627168,4,"11",20,FALSE,0,5463.871627168,3.55,4.45,NA,0.5,1,NA
"125","#D95F02",6641.862806652,5,"11",26,FALSE,0,6641.862806652,4.55,5.45,NA,0.5,1,NA
"126","#D95F02",6334.84970384,6,"11",32,FALSE,0,6334.84970384,5.55,6.45,NA,0.5,1,NA
"127","#D95F02",5235.6545636,7,"11",38,FALSE,0,5235.6545636,6.55,7.45,NA,0.5,1,NA
"128","#D95F02",6032.36862256,8,"11",44,FALSE,0,6032.36862256,7.55,8.45,NA,0.5,1,NA
"129","#D95F02",5462.15198064,9,"11",50,FALSE,0,5462.15198064,8.55,9.45,NA,0.5,1,NA
"130","#D95F02",4965.25673224,10,"11",56,FALSE,0,4965.25673224,9.55,10.45,NA,0.5,1,NA
"131","#D95F02",2804.716989888,11,"11",62,FALSE,0,2804.716989888,10.55,11.45,NA,0.5,1,NA
"132","#D95F02",1573.24451076,12,"11",68,FALSE,0,1573.24451076,11.55,12.45,NA,0.5,1,NA
"133","#D95F02",1143.0277162,1,"12",2,FALSE,0,1143.0277162,0.55,1.45,NA,0.5,1,NA
"134","#D95F02",1992.02313646,2,"12",8,FALSE,0,1992.02313646,1.55,2.45,NA,0.5,1,NA
"135","#D95F02",3371.37708576,3,"12",14,FALSE,0,3371.37708576,2.55,3.45,NA,0.5,1,NA
"136","#D95F02",5933.24802028,4,"12",20,FALSE,0,5933.24802028,3.55,4.45,NA,0.5,1,NA
"137","#D95F02",7141.004646,5,"12",26,FALSE,0,7141.004646,4.55,5.45,NA,0.5,1,NA
"138","#D95F02",5624.06824888,6,"12",32,FALSE,0,5624.06824888,5.55,6.45,NA,0.5,1,NA
"139","#D95F02",3933.494436408,7,"12",38,FALSE,0,3933.494436408,6.55,7.45,NA,0.5,1,NA
"140","#D95F02",4871.815313008,8,"12",44,FALSE,0,4871.815313008,7.55,8.45,NA,0.5,1,NA
"141","#D95F02",4886.55552644,9,"12",50,FALSE,0,4886.55552644,8.55,9.45,NA,0.5,1,NA
"142","#D95F02",4577.45485412,10,"12",56,FALSE,0,4577.45485412,9.55,10.45,NA,0.5,1,NA
"143","#D95F02",3538.79097884,11,"12",62,FALSE,0,3538.79097884,10.55,11.45,NA,0.5,1,NA
"144","#D95F02",1858.33060928,12,"12",68,FALSE,0,1858.33060928,11.55,12.45,NA,0.5,1,NA
"145","#D95F02",1402.133806012,1,"13",2,FALSE,0,1402.133806012,0.55,1.45,NA,0.5,1,NA
"146","#D95F02",2517.720601408,2,"13",8,FALSE,0,2517.720601408,1.55,2.45,NA,0.5,1,NA
"147","#D95F02",4073.17234664,3,"13",14,FALSE,0,4073.17234664,2.55,3.45,NA,0.5,1,NA
"148","#D95F02",6384.32013204,4,"13",20,FALSE,0,6384.32013204,3.55,4.45,NA,0.5,1,NA
"149","#D95F02",7935.29862812,5,"13",26,FALSE,0,7935.29862812,4.55,5.45,NA,0.5,1,NA
"150","#D95F02",4969.15480864,6,"13",32,FALSE,0,4969.15480864,5.55,6.45,NA,0.5,1,NA
"151","#D95F02",2807.0989382,7,"13",38,FALSE,0,2807.0989382,6.55,7.45,NA,0.5,1,NA
"152","#D95F02",3929.27710636,8,"13",44,FALSE,0,3929.27710636,7.55,8.45,NA,0.5,1,NA
"153","#D95F02",3885.449609468,9,"13",50,FALSE,0,3885.449609468,8.55,9.45,NA,0.5,1,NA
"154","#D95F02",3918.50716704,10,"13",56,FALSE,0,3918.50716704,9.55,10.45,NA,0.5,1,NA
"155","#D95F02",4172.725322496,11,"13",62,FALSE,0,4172.725322496,10.55,11.45,NA,0.5,1,NA
"156","#D95F02",2260.744235592,12,"13",68,FALSE,0,2260.744235592,11.55,12.45,NA,0.5,1,NA
"157","#D95F02",195.176702188,1,"14",2,FALSE,0,195.176702188,0.55,1.45,NA,0.5,1,NA
"158","#D95F02",432.30794096,2,"14",8,FALSE,0,432.30794096,1.55,2.45,NA,0.5,1,NA
"159","#D95F02",1544.752721332,3,"14",14,FALSE,0,1544.752721332,2.55,3.45,NA,0.5,1,NA
"160","#D95F02",4069.84105712,4,"14",20,FALSE,0,4069.84105712,3.55,4.45,NA,0.5,1,NA
"161","#D95F02",5387.19495888,5,"14",26,FALSE,0,5387.19495888,4.55,5.45,NA,0.5,1,NA
"162","#D95F02",5726.14558688,6,"14",32,FALSE,0,5726.14558688,5.55,6.45,NA,0.5,1,NA
"163","#D95F02",4454.69339752,7,"14",38,FALSE,0,4454.69339752,6.55,7.45,NA,0.5,1,NA
"164","#D95F02",4470.84590208,8,"14",44,FALSE,0,4470.84590208,7.55,8.45,NA,0.5,1,NA
"165","#D95F02",4126.47372476,9,"14",50,FALSE,0,4126.47372476,8.55,9.45,NA,0.5,1,NA
"166","#D95F02",3480.72143864,10,"14",56,FALSE,0,3480.72143864,9.55,10.45,NA,0.5,1,NA
"167","#D95F02",1760.84032572,11,"14",62,FALSE,0,1760.84032572,10.55,11.45,NA,0.5,1,NA
"168","#D95F02",806.65787976,12,"14",68,FALSE,0,806.65787976,11.55,12.45,NA,0.5,1,NA
"169","#7570B3",463.085895796,1,"15",3,FALSE,0,463.085895796,0.55,1.45,NA,0.5,1,NA
"170","#7570B3",1038.42829848,2,"15",9,FALSE,0,1038.42829848,1.55,2.45,NA,0.5,1,NA
"171","#7570B3",1755.691456368,3,"15",15,FALSE,0,1755.691456368,2.55,3.45,NA,0.5,1,NA
"172","#7570B3",2672.600691072,4,"15",21,FALSE,0,2672.600691072,3.55,4.45,NA,0.5,1,NA
"173","#7570B3",3192.047983188,5,"15",27,FALSE,0,3192.047983188,4.55,5.45,NA,0.5,1,NA
"174","#7570B3",2502.9723414,6,"15",33,FALSE,0,2502.9723414,5.55,6.45,NA,0.5,1,NA
"175","#7570B3",1836.5269809884,7,"15",39,FALSE,0,1836.5269809884,6.55,7.45,NA,0.5,1,NA
"176","#7570B3",2332.177495776,8,"15",45,FALSE,0,2332.177495776,7.55,8.45,NA,0.5,1,NA
"177","#7570B3",2009.7228384324,9,"15",51,FALSE,0,2009.7228384324,8.55,9.45,NA,0.5,1,NA
"178","#7570B3",1815.65245608,10,"15",57,FALSE,0,1815.65245608,9.55,10.45,NA,0.5,1,NA
"179","#7570B3",1929.44572304,11,"15",63,FALSE,0,1929.44572304,10.55,11.45,NA,0.5,1,NA
"180","#7570B3",864.848399056,12,"15",69,FALSE,0,864.848399056,11.55,12.45,NA,0.5,1,NA
"181","#7570B3",466.44819444,1,"16",3,FALSE,0,466.44819444,0.55,1.45,NA,0.5,1,NA
"182","#7570B3",1046.85361952,2,"16",9,FALSE,0,1046.85361952,1.55,2.45,NA,0.5,1,NA
"183","#7570B3",1770.90147956,3,"16",15,FALSE,0,1770.90147956,2.55,3.45,NA,0.5,1,NA
"184","#7570B3",2697.723590292,4,"16",21,FALSE,0,2697.723590292,3.55,4.45,NA,0.5,1,NA
"185","#7570B3",3216.822712452,5,"16",27,FALSE,0,3216.822712452,4.55,5.45,NA,0.5,1,NA
"186","#7570B3",2464.78520988,6,"16",33,FALSE,0,2464.78520988,5.55,6.45,NA,0.5,1,NA
"187","#7570B3",1759.419457916,7,"16",39,FALSE,0,1759.419457916,6.55,7.45,NA,0.5,1,NA
"188","#7570B3",2250.89526314,8,"16",45,FALSE,0,2250.89526314,7.55,8.45,NA,0.5,1,NA
"189","#7570B3",1940.999613468,9,"16",51,FALSE,0,1940.999613468,8.55,9.45,NA,0.5,1,NA
"190","#7570B3",1814.10394424,10,"16",57,FALSE,0,1814.10394424,9.55,10.45,NA,0.5,1,NA
"191","#7570B3",1941.96755668,11,"16",63,FALSE,0,1941.96755668,10.55,11.45,NA,0.5,1,NA
"192","#7570B3",875.2996589656,12,"16",69,FALSE,0,875.2996589656,11.55,12.45,NA,0.5,1,NA
"193","#7570B3",485.2929581,1,"17",3,FALSE,0,485.2929581,0.55,1.45,NA,0.5,1,NA
"194","#7570B3",1106.469877996,2,"17",9,FALSE,0,1106.469877996,1.55,2.45,NA,0.5,1,NA
"195","#7570B3",1893.3560707492,3,"17",15,FALSE,0,1893.3560707492,2.55,3.45,NA,0.5,1,NA
"196","#7570B3",2829.816112516,4,"17",21,FALSE,0,2829.816112516,3.55,4.45,NA,0.5,1,NA
"197","#7570B3",3360.58914504,5,"17",27,FALSE,0,3360.58914504,4.55,5.45,NA,0.5,1,NA
"198","#7570B3",2067.515585964,6,"17",33,FALSE,0,2067.515585964,5.55,6.45,NA,0.5,1,NA
"199","#7570B3",1197.08244852,7,"17",39,FALSE,0,1197.08244852,6.55,7.45,NA,0.5,1,NA
"200","#7570B3",1540.13168578,8,"17",45,FALSE,0,1540.13168578,7.55,8.45,NA,0.5,1,NA
"201","#7570B3",1333.228377892,9,"17",51,FALSE,0,1333.228377892,8.55,9.45,NA,0.5,1,NA
"202","#7570B3",1459.7289597464,10,"17",57,FALSE,0,1459.7289597464,9.55,10.45,NA,0.5,1,NA
"203","#7570B3",2013.3220946,11,"17",63,FALSE,0,2013.3220946,10.55,11.45,NA,0.5,1,NA
"204","#7570B3",966.188159536,12,"17",69,FALSE,0,966.188159536,11.55,12.45,NA,0.5,1,NA
"205","#7570B3",462.494848328,1,"18",3,FALSE,0,462.494848328,0.55,1.45,NA,0.5,1,NA
"206","#7570B3",1037.2527324,2,"18",9,FALSE,0,1037.2527324,1.55,2.45,NA,0.5,1,NA
"207","#7570B3",1752.947974336,3,"18",15,FALSE,0,1752.947974336,2.55,3.45,NA,0.5,1,NA
"208","#7570B3",2668.722399992,4,"18",21,FALSE,0,2668.722399992,3.55,4.45,NA,0.5,1,NA
"209","#7570B3",3188.168863716,5,"18",27,FALSE,0,3188.168863716,4.55,5.45,NA,0.5,1,NA
"210","#7570B3",2499.80293868,6,"18",33,FALSE,0,2499.80293868,5.55,6.45,NA,0.5,1,NA
"211","#7570B3",1833.3279728284,7,"18",39,FALSE,0,1833.3279728284,6.55,7.45,NA,0.5,1,NA
"212","#7570B3",2330.583886768,8,"18",45,FALSE,0,2330.583886768,7.55,8.45,NA,0.5,1,NA
"213","#7570B3",2007.40486794168,9,"18",51,FALSE,0,2007.40486794168,8.55,9.45,NA,0.5,1,NA
"214","#7570B3",1836.07246564,10,"18",57,FALSE,0,1836.07246564,9.55,10.45,NA,0.5,1,NA
"215","#7570B3",1926.73927768,11,"18",63,FALSE,0,1926.73927768,10.55,11.45,NA,0.5,1,NA
"216","#7570B3",863.015988672,12,"18",69,FALSE,0,863.015988672,11.55,12.45,NA,0.5,1,NA
"217","#7570B3",466.44819444,1,"19",3,FALSE,0,466.44819444,0.55,1.45,NA,0.5,1,NA
"218","#7570B3",1046.85361952,2,"19",9,FALSE,0,1046.85361952,1.55,2.45,NA,0.5,1,NA
"219","#7570B3",1770.90147956,3,"19",15,FALSE,0,1770.90147956,2.55,3.45,NA,0.5,1,NA
"220","#7570B3",2697.723590292,4,"19",21,FALSE,0,2697.723590292,3.55,4.45,NA,0.5,1,NA
"221","#7570B3",3216.822712452,5,"19",27,FALSE,0,3216.822712452,4.55,5.45,NA,0.5,1,NA
"222","#7570B3",2464.78520988,6,"19",33,FALSE,0,2464.78520988,5.55,6.45,NA,0.5,1,NA
"223","#7570B3",1759.419457916,7,"19",39,FALSE,0,1759.419457916,6.55,7.45,NA,0.5,1,NA
"224","#7570B3",2250.89526314,8,"19",45,FALSE,0,2250.89526314,7.55,8.45,NA,0.5,1,NA
"225","#7570B3",1940.999613468,9,"19",51,FALSE,0,1940.999613468,8.55,9.45,NA,0.5,1,NA
"226","#7570B3",1814.10394424,10,"19",57,FALSE,0,1814.10394424,9.55,10.45,NA,0.5,1,NA
"227","#7570B3",1941.96755668,11,"19",63,FALSE,0,1941.96755668,10.55,11.45,NA,0.5,1,NA
"228","#7570B3",875.2996589656,12,"19",69,FALSE,0,875.2996589656,11.55,12.45,NA,0.5,1,NA
"229","#7570B3",485.2929581,1,"20",3,FALSE,0,485.2929581,0.55,1.45,NA,0.5,1,NA
"230","#7570B3",1106.469877996,2,"20",9,FALSE,0,1106.469877996,1.55,2.45,NA,0.5,1,NA
"231","#7570B3",1893.3560707492,3,"20",15,FALSE,0,1893.3560707492,2.55,3.45,NA,0.5,1,NA
"232","#7570B3",2829.816112516,4,"20",21,FALSE,0,2829.816112516,3.55,4.45,NA,0.5,1,NA
"233","#7570B3",3360.58914504,5,"20",27,FALSE,0,3360.58914504,4.55,5.45,NA,0.5,1,NA
"234","#7570B3",2067.515585964,6,"20",33,FALSE,0,2067.515585964,5.55,6.45,NA,0.5,1,NA
"235","#7570B3",1197.08244852,7,"20",39,FALSE,0,1197.08244852,6.55,7.45,NA,0.5,1,NA
"236","#7570B3",1540.13168578,8,"20",45,FALSE,0,1540.13168578,7.55,8.45,NA,0.5,1,NA
"237","#7570B3",1333.228377892,9,"20",51,FALSE,0,1333.228377892,8.55,9.45,NA,0.5,1,NA
"238","#7570B3",1459.7289597464,10,"20",57,FALSE,0,1459.7289597464,9.55,10.45,NA,0.5,1,NA
"239","#7570B3",2013.3220946,11,"20",63,FALSE,0,2013.3220946,10.55,11.45,NA,0.5,1,NA
"240","#7570B3",966.188159536,12,"20",69,FALSE,0,966.188159536,11.55,12.45,NA,0.5,1,NA
"241","#7570B3",0,1,"21",3,FALSE,0,0,0.55,1.45,NA,0.5,1,NA
"242","#7570B3",0,2,"21",9,FALSE,0,0,1.55,2.45,NA,0.5,1,NA
"243","#7570B3",122.870037644,3,"21",15,FALSE,0,122.870037644,2.55,3.45,NA,0.5,1,NA
