Month,Pothole,scen,avg.max,median.max
3,Mouth,Drain1RetiredCT,2041.232956,0
3,Mouth,Drain1RetiredNT,2257.503105,0
3,Mouth,Drain2NT,2234.78835,0
3,Mouth,Drain2Retired,901.6414665,0
3,Mouth,Drain2RetiredAll,0,0
3,Mouth,Drain2RetiredCT,1399.269835,0
3,Mouth,Drain2RetiredNT,1621.824215,0
3,Mouth,Drain3NT,1395.802617,0
3,Mouth,Drain3Retired,419.4935431,0
3,Mouth,Drain3RetiredAll,0,0
3,Mouth,Drain3RetiredCT,510.5883318,0
3,Mouth,Drain3RetiredNT,726.501656,0
3,Mouth,NoTillRetired,2672.613075,0
3,Mouth,RetiredAll,96.76177767,0
3,Mouth,RetiredPothole,2289.72184,0
3,Walnut,ConTillDrain01,3408.719221,0
3,Walnut,ConTillDrain02,2787.324437,0
3,Walnut,ConTillDrain03,2077.34587,0
3,Walnut,ConTillRetired,3669.75527,0
3,Walnut,Drain0,3833.556263,1595.476954
3,Walnut,Drain01,3041.310452,0
3,Walnut,Drain02,2364.436679,0
3,Walnut,Drain03,1821.011698,0
3,Walnut,Drain0CT,4273.506608,3684.308042
3,Walnut,Drain0NT,5059.120586,4395.355265
3,Walnut,Drain1NT,3776.484903,0
3,Walnut,Drain1Retired,2600.786542,0
3,Walnut,Drain1RetiredAll,483.9053902,0
3,Walnut,Drain1RetiredCT,2923.805032,0
3,Walnut,Drain1RetiredNT,3173.951095,0
3,Walnut,Drain2NT,3208.724423,0
3,Walnut,Drain2Retired,2054.514982,0
3,Walnut,Drain2RetiredAll,343.4930693,0
3,Walnut,Drain2RetiredCT,2225.529867,0
3,Walnut,Drain2RetiredNT,2461.524302,0
3,Walnut,Drain3NT,2339.601318,0
3,Walnut,Drain3Retired,1497.551128,0
3,Walnut,Drain3RetiredAll,0,0
3,Walnut,Drain3RetiredCT,1732.716969,0
3,Walnut,Drain3RetiredNT,1930.421921,0
3,Walnut,NoTillRetired,4131.744639,2384.430144
3,Walnut,RetiredAll,1075.203801,0
3,Walnut,RetiredPothole,3443.995679,0
4,Bunny,ConTillDrain01,14415.08487,13768.93974
4,Bunny,ConTillDrain02,12027.33378,10113.4949
4,Bunny,ConTillDrain03,9950.052378,0
4,Bunny,ConTillRetired,16785.43889,18530.01082
4,Bunny,Drain0,16239.55588,17958.94118
4,Bunny,Drain01,13393.33122,12019.63173
4,Bunny,Drain02,11119.54027,7137.44832
4,Bunny,Drain03,8848.885776,0
4,Bunny,Drain0CT,17402.75823,18969.33995
4,Bunny,Drain0NT,18594.54688,19917.61075
4,Bunny,Drain1NT,15502.05396,15454.04616
4,Bunny,Drain1Retired,13048.50044,11240.69023
4,Bunny,Drain1RetiredAll,5470.638613,0
4,Bunny,Drain1RetiredCT,13880.2678,12844.68184
4,Bunny,Drain1RetiredNT,14823.77927,14323.58079
4,Bunny,Drain2NT,13072.77299,12298.49578
4,Bunny,Drain2Retired,10910.83517,6559.145619
4,Bunny,Drain2RetiredAll,4662.235015,0
4,Bunny,Drain2RetiredCT,11698.77612,9340.128626
4,Bunny,Drain2RetiredNT,12458.83637,11343.34966
4,Bunny,Drain3NT,11117.0279,6288.006618
4,Bunny,Drain3Retired,8508.182274,0
4,Bunny,Drain3RetiredAll,3347.581486,0
4,Bunny,Drain3RetiredCT,9640.204467,0
4,Bunny,Drain3RetiredNT,10557.11903,2143.675951
4,Bunny,NoTillRetired,17867.17034,19243.43946
4,Bunny,RetiredAll,7094.463295,0
4,Bunny,RetiredPothole,15883.88662,17649.74571
4,Cardinal,ConTillDrain01,4870.426834,4890.211003
4,Cardinal,ConTillDrain02,3920.102654,3099.322395
4,Cardinal,ConTillDrain03,2960.022494,0
4,Cardinal,ConTillRetired,5933.24802,6374.030533
4,Cardinal,Drain0,5776.731669,6299.334007
4,Cardinal,Drain01,4338.827747,4090.51101
4,Cardinal,Drain02,3363.689478,0
4,Cardinal,Drain03,2552.132023,0
4,Cardinal,Drain0CT,6311.176944,6946.642363
4,Cardinal,Drain0NT,6775.303175,7364.421146
4,Cardinal,Drain1NT,5379.620007,5522.434474
4,Cardinal,Drain1Retired,3924.518794,3088.150516
4,Cardinal,Drain1RetiredAll,2930.281006,0
4,Cardinal,Drain1RetiredCT,4482.496661,4156.26572
4,Cardinal,Drain1RetiredNT,4958.56878,4756.764402
4,Cardinal,Drain2NT,4460.253119,4211.274172
4,Cardinal,Drain2Retired,3081.258074,0
4,Cardinal,Drain2RetiredAll,2461.848374,0
4,Cardinal,Drain2RetiredCT,3528.486816,2138.108396
4,Cardinal,Drain2RetiredNT,4036.362689,3269.982229
4,Cardinal,Drain3NT,3633.893514,1856.160457
4,Cardinal,Drain3Retired,2387.000643,0
4,Cardinal,Drain3RetiredAll,2066.433843,0
4,Cardinal,Drain3RetiredCT,2587.519982,0
4,Cardinal,Drain3RetiredNT,3243.0177,0
4,Cardinal,NoTillRetired,6384.320132,6853.114112
4,Cardinal,RetiredAll,4069.841057,3266.97886
4,Cardinal,RetiredPothole,5463.871627,5779.852621
4,Hen,ConTillDrain01,2043.186045,2453.194056
4,Hen,ConTillDrain02,1826.260289,2030.932663
4,Hen,ConTillDrain03,1434.666373,1048.541553
4,Hen,ConTillRetired,2697.72359,3005.600449
4,Hen,Drain0,2672.600691,2993.656884
4,Hen,Drain01,2030.920503,2450.058535
4,Hen,Drain02,1813.412824,2026.842566
4,Hen,Drain03,1422.700364,1031.905803
4,Hen,Drain0CT,2697.72359,3005.600449
4,Hen,Drain0NT,2829.816113,3078.683898
