"","scen","range","pct","area.pct","Pothole"
"999","Drain1NT","seven",0.56,0.7,"Lettuce"
"1000","Drain1Retired","seven",0.56,0.7,"Lettuce"
"1001","Drain1RetiredAll","seven",0.24,0.7,"Lettuce"
"1002","Drain1RetiredCT","seven",0.56,0.7,"Lettuce"
"1003","Drain1RetiredNT","seven",0.52,0.7,"Lettuce"
"1004","Drain2NT","seven",0.52,0.7,"Lettuce"
"1005","Drain2Retired","seven",0.52,0.7,"Lettuce"
"1006","Drain2RetiredAll","seven",0.24,0.7,"Lettuce"
"1007","Drain2RetiredCT","seven",0.48,0.7,"Lettuce"
"1008","Drain2RetiredNT","seven",0.44,0.7,"Lettuce"
"1009","Drain3NT","seven",0.4,0.7,"Lettuce"
"1010","Drain3Retired","seven",0.48,0.7,"Lettuce"
"1011","Drain3RetiredAll","seven",0.24,0.7,"Lettuce"
"1012","Drain3RetiredCT","seven",0.48,0.7,"Lettuce"
"1013","Drain3RetiredNT","seven",0.36,0.7,"Lettuce"
"1014","NoTillRetired","seven",0.56,0.7,"Lettuce"
"1015","PlantDate01","seven",0.68,0.7,"Lettuce"
"1016","PlantDate02","seven",0.64,0.7,"Lettuce"
"1017","PlantDate03","seven",0.6,0.7,"Lettuce"
"1018","PlantDate04","seven",0.6,0.7,"Lettuce"
"1019","RetiredAll","seven",0.32,0.7,"Lettuce"
"1020","RetiredPothole","seven",0.68,0.7,"Lettuce"
"1021","Base","eight",0.56,0.8,"Lettuce"
"1022","ConTillDrain01","eight",0.48,0.8,"Lettuce"
"1023","ConTillDrain02","eight",0.48,0.8,"Lettuce"
"1024","ConTillDrain03","eight",0.36,0.8,"Lettuce"
"1025","ConTillRetired","eight",0.48,0.8,"Lettuce"
"1026","CoverCrop","eight",0.36,0.8,"Lettuce"
"1027","Drain0","eight",0.56,0.8,"Lettuce"
"1028","Drain01","eight",0.56,0.8,"Lettuce"
"1029","Drain02","eight",0.48,0.8,"Lettuce"
"1030","Drain03","eight",0.48,0.8,"Lettuce"
"1031","Drain0CT","eight",0.52,0.8,"Lettuce"
"1032","Drain0NT","eight",0.52,0.8,"Lettuce"
"1033","Drain1NT","eight",0.36,0.8,"Lettuce"
"1034","Drain1Retired","eight",0.44,0.8,"Lettuce"
"1035","Drain1RetiredAll","eight",0.24,0.8,"Lettuce"
"1036","Drain1RetiredCT","eight",0.44,0.8,"Lettuce"
"1037","Drain1RetiredNT","eight",0.4,0.8,"Lettuce"
"1038","Drain2NT","eight",0.36,0.8,"Lettuce"
"1039","Drain2Retired","eight",0.44,0.8,"Lettuce"
"1040","Drain2RetiredAll","eight",0.24,0.8,"Lettuce"
"1041","Drain2RetiredCT","eight",0.4,0.8,"Lettuce"
"1042","Drain2RetiredNT","eight",0.36,0.8,"Lettuce"
"1043","Drain3NT","eight",0.36,0.8,"Lettuce"
"1044","Drain3Retired","eight",0.4,0.8,"Lettuce"
"1045","Drain3RetiredAll","eight",0.2,0.8,"Lettuce"
"1046","Drain3RetiredCT","eight",0.28,0.8,"Lettuce"
"1047","Drain3RetiredNT","eight",0.32,0.8,"Lettuce"
"1048","NoTillRetired","eight",0.44,0.8,"Lettuce"
"1049","PlantDate01","eight",0.56,0.8,"Lettuce"
"1050","PlantDate02","eight",0.48,0.8,"Lettuce"
"1051","PlantDate03","eight",0.48,0.8,"Lettuce"
"1052","PlantDate04","eight",0.44,0.8,"Lettuce"
"1053","RetiredAll","eight",0.24,0.8,"Lettuce"
"1054","RetiredPothole","eight",0.48,0.8,"Lettuce"
"1055","Base","nine",0.44,0.9,"Lettuce"
"1056","ConTillDrain01","nine",0.4,0.9,"Lettuce"
"1057","ConTillDrain02","nine",0.32,0.9,"Lettuce"
"1058","ConTillDrain03","nine",0.24,0.9,"Lettuce"
"1059","ConTillRetired","nine",0.4,0.9,"Lettuce"
"1060","CoverCrop","nine",0.2,0.9,"Lettuce"
"1061","Drain0","nine",0.44,0.9,"Lettuce"
"1062","Drain01","nine",0.44,0.9,"Lettuce"
"1063","Drain02","nine",0.4,0.9,"Lettuce"
"1064","Drain03","nine",0.28,0.9,"Lettuce"
"1065","Drain0CT","nine",0.44,0.9,"Lettuce"
"1066","Drain0NT","nine",0.4,0.9,"Lettuce"
"1067","Drain1NT","nine",0.36,0.9,"Lettuce"
"1068","Drain1Retired","nine",0.36,0.9,"Lettuce"
"1069","Drain1RetiredAll","nine",0.16,0.9,"Lettuce"
"1070","Drain1RetiredCT","nine",0.36,0.9,"Lettuce"
"1071","Drain1RetiredNT","nine",0.32,0.9,"Lettuce"
"1072","Drain2NT","nine",0.32,0.9,"Lettuce"
"1073","Drain2Retired","nine",0.36,0.9,"Lettuce"
"1074","Drain2RetiredAll","nine",0.16,0.9,"Lettuce"
"1075","Drain2RetiredCT","nine",0.24,0.9,"Lettuce"
"1076","Drain2RetiredNT","nine",0.24,0.9,"Lettuce"
"1077","Drain3NT","nine",0.28,0.9,"Lettuce"
"1078","Drain3Retired","nine",0.2,0.9,"Lettuce"
"1079","Drain3RetiredAll","nine",0.16,0.9,"Lettuce"
"1080","Drain3RetiredCT","nine",0.24,0.9,"Lettuce"
"1081","Drain3RetiredNT","nine",0.24,0.9,"Lettuce"
"1082","NoTillRetired","nine",0.36,0.9,"Lettuce"
"1083","PlantDate01","nine",0.44,0.9,"Lettuce"
"1084","PlantDate02","nine",0.44,0.9,"Lettuce"
"1085","PlantDate03","nine",0.36,0.9,"Lettuce"
"1086","PlantDate04","nine",0.28,0.9,"Lettuce"
"1087","RetiredAll","nine",0.2,0.9,"Lettuce"
"1088","RetiredPothole","nine",0.44,0.9,"Lettuce"
"1089","Base","ten",0.32,1,"Lettuce"
"1090","ConTillDrain01","ten",0.24,1,"Lettuce"
"1091","ConTillDrain02","ten",0.24,1,"Lettuce"
"1092","ConTillDrain03","ten",0.16,1,"Lettuce"
"1093","ConTillRetired","ten",0.36,1,"Lettuce"
"1094","CoverCrop","ten",0.2,1,"Lettuce"
"1095","Drain0","ten",0.4,1,"Lettuce"
"1096","Drain01","ten",0.32,1,"Lettuce"
"1097","Drain02","ten",0.2,1,"Lettuce"
"1098","Drain03","ten",0.16,1,"Lettuce"
"1099","Drain0CT","ten",0.4,1,"Lettuce"
"1100","Drain0NT","ten",0.32,1,"Lettuce"
"1101","Drain1NT","ten",0.28,1,"Lettuce"
"1102","Drain1Retired","ten",0.24,1,"Lettuce"
"1103","Drain1RetiredAll","ten",0.12,1,"Lettuce"
"1104","Drain1RetiredCT","ten",0.24,1,"Lettuce"
"1105","Drain1RetiredNT","ten",0.24,1,"Lettuce"
"1106","Drain2NT","ten",0.24,1,"Lettuce"
"1107","Drain2Retired","ten",0.16,1,"Lettuce"
"1108","Drain2RetiredAll","ten",0.08,1,"Lettuce"
"1109","Drain2RetiredCT","ten",0.2,1,"Lettuce"
"1110","Drain2RetiredNT","ten",0.24,1,"Lettuce"
"1111","Drain3NT","ten",0.24,1,"Lettuce"
"1112","Drain3Retired","ten",0.16,1,"Lettuce"
"1113","Drain3RetiredAll","ten",0.08,1,"Lettuce"
"1114","Drain3RetiredCT","ten",0.16,1,"Lettuce"
"1115","Drain3RetiredNT","ten",0.2,1,"Lettuce"
"1116","NoTillRetired","ten",0.32,1,"Lettuce"
"1117","PlantDate01","ten",0.28,1,"Lettuce"
"1118","PlantDate02","ten",0.28,1,"Lettuce"
"1119","PlantDate03","ten",0.24,1,"Lettuce"
"1120","PlantDate04","ten",0.24,1,"Lettuce"
"1121","RetiredAll","ten",0.2,1,"Lettuce"
"1122","RetiredPothole","ten",0.36,1,"Lettuce"
"1123","Base","zero",1,0,"Cardinal"
"1124","ConTillDrain01","zero",1,0,"Cardinal"
"1125","ConTillDrain02","zero",1,0,"Cardinal"
"1126","ConTillDrain03","zero",1,0,"Cardinal"
"1127","ConTillRetired","zero",1,0,"Cardinal"
"1128","CoverCrop","zero",1,0,"Cardinal"
"1129","Drain0","zero",1,0,"Cardinal"
"1130","Drain01","zero",1,0,"Cardinal"
"1131","Drain02","zero",1,0,"Cardinal"
"1132","Drain03","zero",1,0,"Cardinal"
"1133","Drain0CT","zero",1,0,"Cardinal"
"1134","Drain0NT","zero",1,0,"Cardinal"
"1135","Drain1NT","zero",1,0,"Cardinal"
"1136","Drain1Retired","zero",1,0,"Cardinal"
"1137","Drain1RetiredAll","zero",1,0,"Cardinal"
"1138","Drain1RetiredCT","zero",1,0,"Cardinal"
"1139","Drain1RetiredNT","zero",1,0,"Cardinal"
"1140","Drain2NT","zero",1,0,"Cardinal"
"1141","Drain2Retired","zero",1,0,"Cardinal"
"1142","Drain2RetiredAll","zero",1,0,"Cardinal"
"1143","Drain2RetiredCT","zero",1,0,"Cardinal"
"1144","Drain2RetiredNT","zero",1,0,"Cardinal"
"1145","Drain3NT","zero",1,0,"Cardinal"
"1146","Drain3Retired","zero",1,0,"Cardinal"
"1147","Drain3RetiredAll","zero",1,0,"Cardinal"
"1148","Drain3RetiredCT","zero",1,0,"Cardinal"
"1149","Drain3RetiredNT","zero",1,0,"Cardinal"
"1150","NoTillRetired","zero",1,0,"Cardinal"
"1151","PlantDate01","zero",1,0,"Cardinal"
"1152","PlantDate02","zero",1,0,"Cardinal"
"1153","PlantDate03","zero",1,0,"Cardinal"
"1154","PlantDate04","zero",1,0,"Cardinal"
"1155","RetiredAll","zero",1,0,"Cardinal"
"1156","RetiredPothole","zero",1,0,"Cardinal"
"1157","Base","one",0.96,0.1,"Cardinal"
"1158","ConTillDrain01","one",1,0.1,"Cardinal"
"1159","ConTillDrain02","one",0.96,0.1,"Cardinal"
"1160","ConTillDrain03","one",0.96,0.1,"Cardinal"
"1161","ConTillRetired","one",1,0.1,"Cardinal"
"1162","CoverCrop","one",0.96,0.1,"Cardinal"
"1163","Drain0","one",1,0.1,"Cardinal"
"1164","Drain01","one",1,0.1,"Cardinal"
"1165","Drain02","one",0.96,0.1,"Cardinal"
"1166","Drain03","one",0.92,0.1,"Cardinal"
"1167","Drain0CT","one",1,0.1,"Cardinal"
"1168","Drain0NT","one",1,0.1,"Cardinal"
"1169","Drain1NT","one",1,0.1,"Cardinal"
"1170","Drain1Retired","one",1,0.1,"Cardinal"
"1171","Drain1RetiredAll","one",0.96,0.1,"Cardinal"
"1172","Drain1RetiredCT","one",1,0.1,"Cardinal"
"1173","Drain1RetiredNT","one",1,0.1,"Cardinal"
"1174","Drain2NT","one",1,0.1,"Cardinal"
"1175","Drain2Retired","one",0.96,0.1,"Cardinal"
"1176","Drain2RetiredAll","one",0.92,0.1,"Cardinal"
"1177","Drain2RetiredCT","one",0.96,0.1,"Cardinal"
"1178","Drain2RetiredNT","one",0.96,0.1,"Cardinal"
"1179","Drain3NT","one",0.96,0.1,"Cardinal"
"1180","Drain3Retired","one",0.92,0.1,"Cardinal"
"1181","Drain3RetiredAll","one",0.8,0.1,"Cardinal"
"1182","Drain3RetiredCT","one",0.92,0.1,"Cardinal"
"1183","Drain3RetiredNT","one",0.92,0.1,"Cardinal"
"1184","NoTillRetired","one",1,0.1,"Cardinal"
"1185","PlantDate01","one",0.96,0.1,"Cardinal"
"1186","PlantDate02","one",0.96,0.1,"Cardinal"
"1187","PlantDate03","one",0.96,0.1,"Cardinal"
"1188","PlantDate04","one",0.96,0.1,"Cardinal"
"1189","RetiredAll","one",0.96,0.1,"Cardinal"
"1190","RetiredPothole","one",1,0.1,"Cardinal"
"1191","Base","two",0.96,0.2,"Cardinal"
"1192","ConTillDrain01","two",1,0.2,"Cardinal"
"1193","ConTillDrain02","two",0.96,0.2,"Cardinal"
"1194","ConTillDrain03","two",0.88,0.2,"Cardinal"
"1195","ConTillRetired","two",1,0.2,"Cardinal"
"1196","CoverCrop","two",0.92,0.2,"Cardinal"
"1197","Drain0","two",1,0.2,"Cardinal"
"1198","Drain01","two",0.96,0.2,"Cardinal"
"1199","Drain02","two",0.96,0.2,"Cardinal"
"1200","Drain03","two",0.92,0.2,"Cardinal"
"1201","Drain0CT","two",1,0.2,"Cardinal"
"1202","Drain0NT","two",1,0.2,"Cardinal"
"1203","Drain1NT","two",1,0.2,"Cardinal"
"1204","Drain1Retired","two",0.96,0.2,"Cardinal"
"1205","Drain1RetiredAll","two",0.92,0.2,"Cardinal"
"1206","Drain1RetiredCT","two",0.96,0.2,"Cardinal"
"1207","Drain1RetiredNT","two",1,0.2,"Cardinal"
"1208","Drain2NT","two",0.96,0.2,"Cardinal"
"1209","Drain2Retired","two",0.92,0.2,"Cardinal"
"1210","Drain2RetiredAll","two",0.8,0.2,"Cardinal"
"1211","Drain2RetiredCT","two",0.96,0.2,"Cardinal"
"1212","Drain2RetiredNT","two",0.96,0.2,"Cardinal"
"1213","Drain3NT","two",0.92,0.2,"Cardinal"
"1214","Drain3Retired","two",0.92,0.2,"Cardinal"
"1215","Drain3RetiredAll","two",0.8,0.2,"Cardinal"
"1216","Drain3RetiredCT","two",0.84,0.2,"Cardinal"
"1217","Drain3RetiredNT","two",0.88,0.2,"Cardinal"
"1218","NoTillRetired","two",1,0.2,"Cardinal"
"1219","PlantDate01","two",0.96,0.2,"Cardinal"
"1220","PlantDate02","two",0.96,0.2,"Cardinal"
"1221","PlantDate03","two",0.96,0.2,"Cardinal"
"1222","PlantDate04","two",0.96,0.2,"Cardinal"
"1223","RetiredAll","two",0.96,0.2,"Cardinal"
"1224","RetiredPothole","two",1,0.2,"Cardinal"
"1225","Base","three",0.92,0.3,"Cardinal"
"1226","ConTillDrain01","three",0.96,0.3,"Cardinal"
"1227","ConTillDrain02","three",0.88,0.3,"Cardinal"
"1228","ConTillDrain03","three",0.84,0.3,"Cardinal"
"1229","ConTillRetired","three",1,0.3,"Cardinal"
"1230","CoverCrop","three",0.92,0.3,"Cardinal"
"1231","Drain0","three",1,0.3,"Cardinal"
"1232","Drain01","three",0.96,0.3,"Cardinal"
"1233","Drain02","three",0.92,0.3,"Cardinal"
"1234","Drain03","three",0.92,0.3,"Cardinal"
"1235","Drain0CT","three",1,0.3,"Cardinal"
"1236","Drain0NT","three",1,0.3,"Cardinal"
"1237","Drain1NT","three",0.96,0.3,"Cardinal"
"1238","Drain1Retired","three",0.92,0.3,"Cardinal"
"1239","Drain1RetiredAll","three",0.8,0.3,"Cardinal"
"1240","Drain1RetiredCT","three",0.96,0.3,"Cardinal"
"1241","Drain1RetiredNT","three",0.96,0.3,"Cardinal"
"1242","Drain2NT","three",0.96,0.3,"Cardinal"
"1243","Drain2Retired","three",0.92,0.3,"Cardinal"
"1244","Drain2RetiredAll","three",0.8,0.3,"Cardinal"
"1245","Drain2RetiredCT","three",0.88,0.3,"Cardinal"
"1246","Drain2RetiredNT","three",0.88,0.3,"Cardinal"
"1247","Drain3NT","three",0.84,0.3,"Cardinal"
"1248","Drain3Retired","three",0.88,0.3,"Cardinal"
"1249","Drain3RetiredAll","three",0.8,0.3,"Cardinal"
"1250","Drain3RetiredCT","three",0.8,0.3,"Cardinal"
"1251","Drain3RetiredNT","three",0.84,0.3,"Cardinal"
"1252","NoTillRetired","three",1,0.3,"Cardinal"
"1253","PlantDate01","three",0.92,0.3,"Cardinal"
"1254","PlantDate02","three",0.92,0.3,"Cardinal"
"1255","PlantDate03","three",0.92,0.3,"Cardinal"
"1256","PlantDate04","three",0.92,0.3,"Cardinal"
"1257","RetiredAll","three",0.96,0.3,"Cardinal"
"1258","RetiredPothole","three",1,0.3,"Cardinal"
"1259","Base","four",0.92,0.4,"Cardinal"
"1260","ConTillDrain01","four",0.88,0.4,"Cardinal"
"1261","ConTillDrain02","four",0.84,0.4,"Cardinal"
"1262","ConTillDrain03","four",0.76,0.4,"Cardinal"
"1263","ConTillRetired","four",0.96,0.4,"Cardinal"
"1264","CoverCrop","four",0.88,0.4,"Cardinal"
"1265","Drain0","four",0.96,0.4,"Cardinal"
"1266","Drain01","four",0.92,0.4,"Cardinal"
"1267","Drain02","four",0.92,0.4,"Cardinal"
"1268","Drain03","four",0.84,0.4,"Cardinal"
"1269","Drain0CT","four",0.96,0.4,"Cardinal"
"1270","Drain0NT","four",0.96,0.4,"Cardinal"
"1271","Drain1NT","four",0.92,0.4,"Cardinal"
"1272","Drain1Retired","four",0.92,0.4,"Cardinal"
"1273","Drain1RetiredAll","four",0.8,0.4,"Cardinal"
"1274","Drain1RetiredCT","four",0.88,0.4,"Cardinal"
"1275","Drain1RetiredNT","four",0.88,0.4,"Cardinal"
"1276","Drain2NT","four",0.84,0.4,"Cardinal"
"1277","Drain2Retired","four",0.92,0.4,"Cardinal"
"1278","Drain2RetiredAll","four",0.8,0.4,"Cardinal"
"1279","Drain2RetiredCT","four",0.8,0.4,"Cardinal"
"1280","Drain2RetiredNT","four",0.84,0.4,"Cardinal"
"1281","Drain3NT","four",0.72,0.4,"Cardinal"
"1282","Drain3Retired","four",0.84,0.4,"Cardinal"
"1283","Drain3RetiredAll","four",0.72,0.4,"Cardinal"
"1284","Drain3RetiredCT","four",0.76,0.4,"Cardinal"
"1285","Drain3RetiredNT","four",0.72,0.4,"Cardinal"
"1286","NoTillRetired","four",0.96,0.4,"Cardinal"
"1287","PlantDate01","four",0.92,0.4,"Cardinal"
"1288","PlantDate02","four",0.92,0.4,"Cardinal"
"1289","PlantDate03","four",0.92,0.4,"Cardinal"
"1290","PlantDate04","four",0.92,0.4,"Cardinal"
"1291","RetiredAll","four",0.88,0.4,"Cardinal"
"1292","RetiredPothole","four",0.96,0.4,"Cardinal"
"1293","Base","five",0.84,0.5,"Cardinal"
"1294","ConTillDrain01","five",0.76,0.5,"Cardinal"
"1295","ConTillDrain02","five",0.72,0.5,"Cardinal"
"1296","ConTillDrain03","five",0.72,0.5,"Cardinal"
"1297","ConTillRetired","five",0.88,0.5,"Cardinal"
"1298","CoverCrop","five",0.76,0.5,"Cardinal"
"1299","Drain0","five",0.96,0.5,"Cardinal"
"1300","Drain01","five",0.84,0.5,"Cardinal"
"1301","Drain02","five",0.84,0.5,"Cardinal"
"1302","Drain03","five",0.72,0.5,"Cardinal"
"1303","Drain0CT","five",0.92,0.5,"Cardinal"
"1304","Drain0NT","five",0.96,0.5,"Cardinal"
"1305","Drain1NT","five",0.84,0.5,"Cardinal"
"1306","Drain1Retired","five",0.84,0.5,"Cardinal"
"1307","Drain1RetiredAll","five",0.76,0.5,"Cardinal"
"1308","Drain1RetiredCT","five",0.76,0.5,"Cardinal"
"1309","Drain1RetiredNT","five",0.8,0.5,"Cardinal"
"1310","Drain2NT","five",0.72,0.5,"Cardinal"
"1311","Drain2Retired","five",0.8,0.5,"Cardinal"
"1312","Drain2RetiredAll","five",0.64,0.5,"Cardinal"
"1313","Drain2RetiredCT","five",0.72,0.5,"Cardinal"
"1314","Drain2RetiredNT","five",0.68,0.5,"Cardinal"
"1315","Drain3NT","five",0.6,0.5,"Cardinal"
"1316","Drain3Retired","five",0.68,0.5,"Cardinal"
"1317","Drain3RetiredAll","five",0.52,0.5,"Cardinal"
"1318","Drain3RetiredCT","five",0.72,0.5,"Cardinal"
"1319","Drain3RetiredNT","five",0.6,0.5,"Cardinal"
"1320","NoTillRetired","five",0.92,0.5,"Cardinal"
"1321","PlantDate01","five",0.84,0.5,"Cardinal"
"1322","PlantDate02","five",0.76,0.5,"Cardinal"
"1323","PlantDate03","five",0.76,0.5,"Cardinal"
"1324","PlantDate04","five",0.8,0.5,"Cardinal"
"1325","RetiredAll","five",0.8,0.5,"Cardinal"
"1326","RetiredPothole","five",0.92,0.5,"Cardinal"
"1327","Base","six",0.64,0.6,"Cardinal"
"1328","ConTillDrain01","six",0.72,0.6,"Cardinal"
"1329","ConTillDrain02","six",0.68,0.6,"Cardinal"
"1330","ConTillDrain03","six",0.6,0.6,"Cardinal"
"1331","ConTillRetired","six",0.76,0.6,"Cardinal"
"1332","CoverCrop","six",0.64,0.6,"Cardinal"
"1333","Drain0","six",0.84,0.6,"Cardinal"
"1334","Drain01","six",0.72,0.6,"Cardinal"
"1335","Drain02","six",0.64,0.6,"Cardinal"
"1336","Drain03","six",0.64,0.6,"Cardinal"
"1337","Drain0CT","six",0.8,0.6,"Cardinal"
"1338","Drain0NT","six",0.76,0.6,"Cardinal"
"1339","Drain1NT","six",0.6,0.6,"Cardinal"
"1340","Drain1Retired","six",0.68,0.6,"Cardinal"
"1341","Drain1RetiredAll","six",0.52,0.6,"Cardinal"
"1342","Drain1RetiredCT","six",0.72,0.6,"Cardinal"
"1343","Drain1RetiredNT","six",0.6,0.6,"Cardinal"
"1344","Drain2NT","six",0.6,0.6,"Cardinal"
"1345","Drain2Retired","six",0.64,0.6,"Cardinal"
"1346","Drain2RetiredAll","six",0.52,0.6,"Cardinal"
"1347","Drain2RetiredCT","six",0.64,0.6,"Cardinal"
"1348","Drain2RetiredNT","six",0.56,0.6,"Cardinal"
"1349","Drain3NT","six",0.56,0.6,"Cardinal"
"1350","Drain3Retired","six",0.56,0.6,"Cardinal"
"1351","Drain3RetiredAll","six",0.36,0.6,"Cardinal"
"1352","Drain3RetiredCT","six",0.6,0.6,"Cardinal"
"1353","Drain3RetiredNT","six",0.48,0.6,"Cardinal"
"1354","NoTillRetired","six",0.76,0.6,"Cardinal"
"1355","PlantDate01","six",0.72,0.6,"Cardinal"
"1356","PlantDate02","six",0.68,0.6,"Cardinal"
"1357","PlantDate03","six",0.68,0.6,"Cardinal"
"1358","PlantDate04","six",0.68,0.6,"Cardinal"
"1359","RetiredAll","six",0.76,0.6,"Cardinal"
"1360","RetiredPothole","six",0.84,0.6,"Cardinal"
"1361","Base","seven",0.56,0.7,"Cardinal"
"1362","ConTillDrain01","seven",0.6,0.7,"Cardinal"
"1363","ConTillDrain02","seven",0.56,0.7,"Cardinal"
"1364","ConTillDrain03","seven",0.36,0.7,"Cardinal"
"1365","ConTillRetired","seven",0.64,0.7,"Cardinal"
"1366","CoverCrop","seven",0.44,0.7,"Cardinal"
"1367","Drain0","seven",0.64,0.7,"Cardinal"
"1368","Drain01","seven",0.64,0.7,"Cardinal"
"1369","Drain02","seven",0.56,0.7,"Cardinal"
"1370","Drain03","seven",0.48,0.7,"Cardinal"
"1371","Drain0CT","seven",0.68,0.7,"Cardinal"
"1372","Drain0NT","seven",0.6,0.7,"Cardinal"
"1373","Drain1NT","seven",0.56,0.7,"Cardinal"
"1374","Drain1Retired","seven",0.6,0.7,"Cardinal"
"1375","Drain1RetiredAll","seven",0.36,0.7,"Cardinal"
"1376","Drain1RetiredCT","seven",0.56,0.7,"Cardinal"
"1377","Drain1RetiredNT","seven",0.48,0.7,"Cardinal"
"1378","Drain2NT","seven",0.48,0.7,"Cardinal"
"1379","Drain2Retired","seven",0.48,0.7,"Cardinal"
"1380","Drain2RetiredAll","seven",0.24,0.7,"Cardinal"
"1381","Drain2RetiredCT","seven",0.48,0.7,"Cardinal"
"1382","Drain2RetiredNT","seven",0.4,0.7,"Cardinal"
"1383","Drain3NT","seven",0.4,0.7,"Cardinal"
"1384","Drain3Retired","seven",0.48,0.7,"Cardinal"
"1385","Drain3RetiredAll","seven",0.24,0.7,"Cardinal"
"1386","Drain3RetiredCT","seven",0.32,0.7,"Cardinal"
"1387","Drain3RetiredNT","seven",0.32,0.7,"Cardinal"
"1388","NoTillRetired","seven",0.6,0.7,"Cardinal"
"1389","PlantDate01","seven",0.56,0.7,"Cardinal"
"1390","PlantDate02","seven",0.6,0.7,"Cardinal"
"1391","PlantDate03","seven",0.56,0.7,"Cardinal"
"1392","PlantDate04","seven",0.56,0.7,"Cardinal"
"1393","RetiredAll","seven",0.48,0.7,"Cardinal"
"1394","RetiredPothole","seven",0.64,0.7,"Cardinal"
"1395","Base","eight",0.4,0.8,"Cardinal"
"1396","ConTillDrain01","eight",0.36,0.8,"Cardinal"
"1397","ConTillDrain02","eight",0.28,0.8,"Cardinal"
"1398","ConTillDrain03","eight",0.28,0.8,"Cardinal"
"1399","ConTillRetired","eight",0.4,0.8,"Cardinal"
"1400","CoverCrop","eight",0.32,0.8,"Cardinal"
"1401","Drain0","eight",0.52,0.8,"Cardinal"
"1402","Drain01","eight",0.44,0.8,"Cardinal"
"1403","Drain02","eight",0.4,0.8,"Cardinal"
"1404","Drain03","eight",0.24,0.8,"Cardinal"
"1405","Drain0CT","eight",0.44,0.8,"Cardinal"
"1406","Drain0NT","eight",0.44,0.8,"Cardinal"
"1407","Drain1NT","eight",0.32,0.8,"Cardinal"
"1408","Drain1Retired","eight",0.4,0.8,"Cardinal"
"1409","Drain1RetiredAll","eight",0.24,0.8,"Cardinal"
"1410","Drain1RetiredCT","eight",0.32,0.8,"Cardinal"
"1411","Drain1RetiredNT","eight",0.28,0.8,"Cardinal"
"1412","Drain2NT","eight",0.28,0.8,"Cardinal"
"1413","Drain2Retired","eight",0.32,0.8,"Cardinal"
"1414","Drain2RetiredAll","eight",0.24,0.8,"Cardinal"
"1415","Drain2RetiredCT","eight",0.28,0.8,"Cardinal"
"1416","Drain2RetiredNT","eight",0.28,0.8,"Cardinal"
"1417","Drain3NT","eight",0.28,0.8,"Cardinal"
"1418","Drain3Retired","eight",0.24,0.8,"Cardinal"
"1419","Drain3RetiredAll","eight",0.24,0.8,"Cardinal"
"1420","Drain3RetiredCT","eight",0.24,0.8,"Cardinal"
"1421","Drain3RetiredNT","eight",0.24,0.8,"Cardinal"
"1422","NoTillRetired","eight",0.44,0.8,"Cardinal"
"1423","PlantDate01","eight",0.4,0.8,"Cardinal"
"1424","PlantDate02","eight",0.36,0.8,"Cardinal"
"1425","PlantDate03","eight",0.36,0.8,"Cardinal"
"1426","PlantDate04","eight",0.36,0.8,"Cardinal"
"1427","RetiredAll","eight",0.32,0.8,"Cardinal"
"1428","RetiredPothole","eight",0.52,0.8,"Cardinal"
"1429","Base","nine",0.16,0.9,"Cardinal"
"1430","ConTillDrain01","nine",0.2,0.9,"Cardinal"
"1431","ConTillDrain02","nine",0.16,0.9,"Cardinal"
"1432","ConTillDrain03","nine",0.16,0.9,"Cardinal"
"1433","ConTillRetired","nine",0.28,0.9,"Cardinal"
"1434","CoverCrop","nine",0.16,0.9,"Cardinal"
"1435","Drain0","nine",0.36,0.9,"Cardinal"
"1436","Drain01","nine",0.16,0.9,"Cardinal"
"1437","Drain02","nine",0.16,0.9,"Cardinal"
"1438","Drain03","nine",0.16,0.9,"Cardinal"
"1439","Drain0CT","nine",0.36,0.9,"Cardinal"
"1440","Drain0NT","nine",0.36,0.9,"Cardinal"
"1441","Drain1NT","nine",0.24,0.9,"Cardinal"
"1442","Drain1Retired","nine",0.16,0.9,"Cardinal"
"1443","Drain1RetiredAll","nine",0.2,0.9,"Cardinal"
"1444","Drain1RetiredCT","nine",0.16,0.9,"Cardinal"
"1445","Drain1RetiredNT","nine",0.2,0.9,"Cardinal"
"1446","Drain2NT","nine",0.2,0.9,"Cardinal"
"1447","Drain2Retired","nine",0.16,0.9,"Cardinal"
"1448","Drain2RetiredAll","nine",0.16,0.9,"Cardinal"
"1449","Drain2RetiredCT","nine",0.16,0.9,"Cardinal"
"1450","Drain2RetiredNT","nine",0.16,0.9,"Cardinal"
"1451","Drain3NT","nine",0.16,0.9,"Cardinal"
"1452","Drain3Retired","nine",0.16,0.9,"Cardinal"
"1453","Drain3RetiredAll","nine",0.16,0.9,"Cardinal"
"1454","Drain3RetiredCT","nine",0.16,0.9,"Cardinal"
"1455","Drain3RetiredNT","nine",0.16,0.9,"Cardinal"
"1456","NoTillRetired","nine",0.28,0.9,"Cardinal"
"1457","PlantDate01","nine",0.16,0.9,"Cardinal"
"1458","PlantDate02","nine",0.16,0.9,"Cardinal"
"1459","PlantDate03","nine",0.16,0.9,"Cardinal"
"1460","PlantDate04","nine",0.16,0.9,"Cardinal"
"1461","RetiredAll","nine",0.24,0.9,"Cardinal"
"1462","RetiredPothole","nine",0.32,0.9,"Cardinal"
